candidate,vertex,w_R,w_P,w_U,acceptability
800,3,0.207532260915,0.0520506021249,0.74041713696,0.0021023734642
800,4,0.176879082241,0.0425763348083,0.780544582951,0.0021023734642
801,0,0.148324835923,0,0.851675164077,0.000129748291885
801,1,0.169076986099,0,0.830923013901,0.000129748291885
801,2,0.171456589791,0.00383336853353,0.824710041676,0.000129748291885
801,3,0.150750797836,0.00257210321361,0.846677098951,0.000129748291885
822,0,0.121415685215,0,0.878584314785,0.00202504871277
822,1,0.148324835923,0,0.851675164077,0.00202504871277
822,2,0.150750797836,0.00257210321361,0.846677098951,0.00202504871277
822,3,0.176879082241,0.0425763348083,0.780544582951,0.00202504871277
822,4,0.144490752739,0.0330301334528,0.822479113809,0.00202504871277
844,0,0.092794569774,0,0.907205430226,0.00157791196651
844,1,0.121415685215,0,0.878584314785,0.00157791196651
844,2,0.144490752739,0.0330301334528,0.822479113809,0.00157791196651
844,3,0.111068332962,0.0236467017279,0.86528496531,0.00157791196651
844,4,0.10887476808,0.0215575177753,0.869567714144,0.00157791196651
864,0,0.10887476808,0.0215575177753,0.869567714144,1.45273333281e-05
864,1,0.111068332962,0.0236467017279,0.86528496531,1.45273333281e-05
864,2,0.101388664624,0.0210503461438,0.877560989232,1.45273333281e-05
865,0,0.074742553205,0,0.925257446795,0.000579662845126
865,1,0.092794569774,0,0.907205430226,0.000579662845126
865,2,0.10887476808,0.0215575177753,0.869567714144,0.000579662845126
865,3,0.101388664624,0.0210503461438,0.877560989232,0.000579662845126
865,4,0.0980559895145,0.0201602085764,0.881783801909,0.000579662845126
1211,0,0.227477100953,0.772522899047,0,4.23168836532e-05
1211,1,0.218765021517,0.781234978483,0,4.23168836532e-05
1211,2,0.219159571768,0.775983162642,0.00485726558949,4.23168836532e-05
1212,0,0.238033729421,0.761966270579,0,0.000166967885831
1212,1,0.227477100953,0.772522899047,0,0.000166967885831
1212,2,0.219159571768,0.775983162642,0.00485726558949,0.000166967885831
1212,3,0.219379782369,0.771972623238,0.00864759439233,0.000166967885831
1212,4,0.219539124205,0.769577576048,0.0108832997472,0.000166967885831
1213,0,0.249066859883,0.750933140117,0,0.000313867727241
1213,1,0.238033729421,0.761966270579,0,0.000313867727241
1213,2,0.219539124205,0.769577576048,0.0108832997472,0.000313867727241
1213,3,0.219854326947,0.762815539135,0.0173301339179,0.000313867727241
1214,0,0.260600436096,0.739399563904,-1.11022302463e-16,0.000485694321955
1214,1,0.249066859883,0.750933140117,-1.11022302463e-16,0.000485694321955
1214,2,0.219854326947,0.762815539135,0.0173301339179,0.000485694321955
1214,3,0.219956037895,0.75901582347,0.0210281386351,0.000485694321955
1214,4,0.220083738392,0.75567270743,0.0242435541775,0.000485694321955
1215,0,0.272660181839,0.727339818161,1.11022302463e-16,0.000685842937866
1215,1,0.260600436096,0.739399563904,1.11022302463e-16,0.000685842937866
1215,2,0.220083738392,0.75567270743,0.0242435541775,0.000685842937866
1215,3,0.220225035154,0.748112759324,0.0316622055224,0.000685842937866
1216,0,0.285273765262,0.714726234738,2.22044604925e-16,0.000919441792347
1216,1,0.272660181839,0.727339818161,1.11022302463e-16,0.000919441792347
1216,2,0.220225035154,0.748112759324,0.0316622055224,0.000919441792347
1216,3,0.220222738547,0.74480696221,0.0349702992427,0.000919441792347
1216,4,0.220272195364,0.740096182778,0.0396316218576,0.000919441792347
1217,0,0.298470981934,0.701529018066,-2.22044604925e-16,0.0011913476062
1217,1,0.285273765262,0.714726234738,-1.11022302463e-16,0.0011913476062
1217,2,0.220272195364,0.740096182778,0.0396316218576,0.0011913476062
1217,3,0.220199753288,0.731585480129,0.0482147665831,0.0011913476062
1218,0,0.312283959086,0.687716040914,0,0.00150861578816
1218,1,0.298470981934,0.701529018066,0,0.00150861578816
1218,2,0.220199753288,0.731585480129,0.0482147665831,0.00150861578816
1218,3,0.220132393298,0.729122107356,0.0507454993456,0.00150861578816
1218,4,0.220023900455,0.722520577783,0.0574555217618,0.00150861578816
1219,0,0.326747383978,0.673252616022,0,0.00187840655532
1219,1,0.312283959086,0.687716040914,0,0.00187840655532
1219,2,0.220023900455,0.722520577783,0.0574555217618,0.00187840655532
1219,3,0.219687243413,0.712861817673,0.0674509389139,0.00187840655532
1220,0,0.341898759779,0.658101240221,-1.11022302463e-16,0.00231047883276
1220,1,0.326747383978,0.673252616022,-1.11022302463e-16,0.00231047883276
1220,2,0.219687243413,0.712861817673,0.0674509389139,0.00231047883276
1220,3,0.219624662625,0.711681963583,0.0686933737921,0.00231047883276
1220,4,0.219235703941,0.702521847663,0.0782424483957,0.00231047883276
1221,0,0.357778692883,0.642221307117,1.11022302463e-16,0.00281572107672
1221,1,0.341898759779,0.658101240221,1.11022302463e-16,0.00281572107672
1221,2,0.219235703941,0.702521847663,0.0782424483957,0.00281572107672
1221,3,0.218610782641,0.692140677647,0.0892485397115,0.00281572107672
1221,4,0.218576322416,0.691453776604,0.0899699009794,0.00281572107672
1222,0,0.374431216276,0.625568783724,0,0.00340776299888
1222,1,0.357778692883,0.642221307117,0,0.00340776299888
1222,2,0.218576322416,0.691453776604,0.0899699009794,0.00340776299888
1222,3,0.217772934904,0.679541375963,0.102685689134,0.00340776299888
1223,0,0.382221768944,0.617778231056,0,0.00405960405674
1223,1,0.374431216276,0.625568783724,0,0.00405960405674
1223,2,0.217772934904,0.679541375963,0.102685689134,0.00405960405674
1223,3,0.216972435537,0.670056158249,0.112971406214,0.00405960405674
1223,4,0.216722394207,0.666712183937,0.116565421856,0.00405960405674
1223,5,0.385076331557,0.61038045549,0.0045432129531,0.00405960405674
1223,6,0.384911093253,0.610825519991,0.00426338675543,0.00405960405674
1224,0,0.385076331557,0.61038045549,0.0045432129531,0.00459307345617
1224,1,0.216722394207,0.666712183937,0.116565421856,0.00459307345617
1224,2,0.215455845827,0.652828560417,0.131715593756,0.00459307345617
1224,3,0.390457561572,0.596159501922,0.0133829365057,0.00459307345617
1224,4,0.388990590867,0.600151823247,0.010857585886,0.00459307345617
1225,0,0.390457561572,0.596159501922,0.0133829365057,0.00518400071595
1225,1,0.215455845827,0.652828560417,0.131715593756,0.00518400071595
1225,2,0.214596892114,0.644823349058,0.140579758828,0.00518400071595
1225,3,0.213904131476,0.637764188519,0.148331680006,0.00518400071595
1225,4,0.396113487838,0.580902336948,0.0229841752141,0.00518400071595
1225,5,0.393201794018,0.588909906326,0.0178882996559,0.00518400071595
1226,0,0.396113487838,0.580902336948,0.0229841752141,0.00587777840269
1226,1,0.213904131476,0.637764188519,0.148331680006,0.00587777840269
1226,2,0.212038465834,0.621351207309,0.166610326856,0.00587777840269
1226,3,0.402074784085,0.564487793784,0.033437422131,0.00587777840269
1226,4,0.402062604334,0.564523053718,0.0334143419483,0.00587777840269
1226,5,0.397555110767,0.577051637875,0.0253932513578,0.00587777840269
1227,0,0.402074784085,0.564487793784,0.033437422131,0.00669971047857
1227,1,0.212038465834,0.621351207309,0.166610326856,0.00669971047857
1227,2,0.211304882382,0.615654200508,0.173040917109,0.00669971047857
1227,3,0.209831523726,0.603387387572,0.186781088702,0.00669971047857
1227,4,0.408309933797,0.546793805658,0.0448962605449,0.00669971047857
1227,5,0.406783149401,0.551259261457,0.0419575891419,0.00669971047857
1228,0,0.408309933797,0.546793805658,0.0448962605449,0.00767881654967
1228,1,0.209831523726,0.603387387572,0.186781088702,0.00767881654967
1228,2,0.207174385388,0.583650511291,0.209175103321,0.00767881654967
1228,3,0.41492443983,0.527634439347,0.0574411208233,0.00767881654967
1228,4,0.411688436097,0.537197478765,0.0511140851381,0.00767881654967
1229,0,0.41492443983,0.527634439347,0.0574411208233,0.00885701657963
1229,1,0.207174385388,0.583650511291,0.209175103321,0.00885701657963
1229,2,0.206850960508,0.581474800185,0.211674239306,0.00885701657963
1229,3,0.204089513364,0.561827054149,0.234083432488,0.00885701657963
1229,4,0.42196810052,0.506813515846,0.0712183836346,0.00885701657963
1229,5,0.41679552612,0.52226065056,0.0609438233198,0.00885701657963
1230,0,0.42196810052,0.506813515846,0.0712183836346,0.0102865107894
1230,1,0.204089513364,0.561827054149,0.234083432488,0.0102865107894
1230,2,0.200853125081,0.5408057896,0.258341085319,0.0102865107894
1230,3,0.200382025004,0.537590665851,0.262027309145,0.0102865107894
1230,4,0.429427666492,0.484114683137,0.0864576503702,0.0102865107894
1230,5,0.427743979737,0.489398299134,0.0828577211284,0.0102865107894
1230,6,0.422123819127,0.506361241481,0.0715149393914,0.0102865107894
1231,0,0.429427666492,0.484114683137,0.0864576503702,0.0120379900481
1231,1,0.200382025004,0.537590665851,0.262027309145,0.0120379900481
1231,2,0.19606169727,0.510471830101,0.293466472629,0.0120379900481
1231,3,0.437432845654,0.459241305162,0.103325849184,0.0120379900481
1231,4,0.43364092277,0.471260624146,0.0950984530843,0.0120379900481
1232,0,0.437432845654,0.459241305162,0.103325849184,0.0142113543997
1232,1,0.19606169727,0.510471830101,0.293466472629,0.0142113543997
1232,2,0.192804483679,0.491481814216,0.315713702105,0.0142113543997
1232,3,0.190902676562,0.47993558881,0.329161734628,0.0142113543997
1232,4,0.446074927863,0.431852894611,0.122072177526,0.0142113543997
1232,5,0.439839905463,0.45181727624,0.108342818297,0.0142113543997
1233,0,0.446074927863,0.431852894611,0.122072177526,0.0169376943894
1233,1,0.190902676562,0.47993558881,0.329161734628,0.0169376943894
1233,2,0.184790497767,0.445259338531,0.369950163702,0.0169376943894
1233,3,0.45537718402,0.401548797832,0.143074018148,0.0169376943894
1233,4,0.453339889048,0.408386274657,0.138273836296,0.0169376943894
1233,5,0.446375173555,0.430916579314,0.122708247131,0.0169376943894
1234,0,0.45537718402,0.401548797832,0.143074018148,0.0204129456169
1234,1,0.184790497767,0.445259338531,0.369950163702,0.0204129456169
1234,2,0.181977997475,0.430234704127,0.387787298398,0.0204129456169
1234,3,0.177503805556,0.405521431199,0.416974763245,0.0204129456169
1234,4,0.465526566922,0.367803693065,0.166669740013,0.0204129456169
1234,5,0.460739827657,0.384020564168,0.155239608175,0.0204129456169
1235,0,0.465526566922,0.367803693065,0.166669740013,0.0249087479881
1235,1,0.177503805556,0.405521431199,0.416974763245,0.0249087479881
1235,2,0.168702130305,0.359507025521,0.471790844174,0.0249087479881
1235,3,0.476692640735,0.32997660847,0.193330750795,0.0249087479881
1235,4,0.468622693338,0.357577252364,0.173800054298,0.0249087479881
1236,0,0.476692640735,0.32997660847,0.193330750795,0.0308415598159
1236,1,0.168702130305,0.359507025521,0.471790844174,0.0308415598159
1236,2,0.16718590765,0.351957952163,0.480856140187,0.0308415598159
1236,3,0.158118912331,0.305555216219,0.53632587145,0.0308415598159
1236,4,0.488978254176,0.287264922908,0.223756822916,0.0308415598159
1236,5,0.486176310218,0.297270301475,0.216553388307,0.0308415598159
1236,6,0.477054177449,0.328769747267,0.194176075283,0.0308415598159
1237,0,0.488978254176,0.287264922908,0.223756822916,0.0388358212551
1237,1,0.158118912331,0.305555216219,0.53632587145,0.0388358212551
1237,2,0.146398592673,0.248171682974,0.605429724353,0.0388358212551
1237,3,0.145046342753,0.241394977538,0.613558679709,0.0388358212551
1237,4,0.502711374402,0.238617108858,0.25867151674,0.0388358212551
1237,5,0.496034470829,0.262662709262,0.241302819909,0.0388358212551
1238,0,0.513834061633,0.182459237625,0.303706700742,0.0498781098411
1238,1,0.517668913524,0.184736868728,0.297594217748,0.0498781098411
1238,2,0.506735932775,0.224447594147,0.268816473078,0.0498781098411
1238,3,0.502711374402,0.238617108858,0.25867151674,0.0498781098411
1238,4,0.145046342753,0.241394977538,0.613558679709,0.0498781098411
1238,5,0.128926306327,0.163768584153,0.70730510952,0.0498781098411
1239,0,0.354854632237,0.104936319385,0.540209048377,0.0523178458824
1239,1,0.376092033992,0.113782119642,0.510125846367,0.0523178458824
1239,2,0.396204517399,0.122512029796,0.481283452805,0.0523178458824
1239,3,0.415253357459,0.131124567504,0.453622075036,0.0523178458824
1239,4,0.433296192131,0.139618658177,0.427085149692,0.0523178458824
1239,5,0.450387252209,0.147993589914,0.401619157877,0.0523178458824
1239,6,0.466577576487,0.156248972915,0.377173450598,0.0523178458824
1239,7,0.481915213065,0.164384702928,0.353700084008,0.0523178458824
1239,8,0.496445407597,0.172400928328,0.331153664075,0.0523178458824
1239,9,0.510210779335,0.180298020495,0.309491200169,0.0523178458824
1239,10,0.513834061633,0.182459237625,0.303706700742,0.0523178458824
1239,11,0.128926306327,0.163768584153,0.70730510952,0.0523178458824
1239,12,0.115986361121,0.103598035367,0.780415603512,0.0523178458824
1239,13,0.108445416045,0.0678756114774,0.823678972477,0.0523178458824
1239,14,0.324777594755,0.0930470521229,0.582175353122,0.0523178458824
1239,15,0.332427154601,0.0959765691254,0.571596276273,0.0523178458824
1240,0,0.108445416045,0.0678756114774,0.823678972477,0.011060078786
1240,1,0.0980559895145,0.0201602085764,0.881783801909,0.011060078786
1240,2,0.101388664624,0.0210503461437,0.877560989232,0.011060078786
1240,3,0.111068332962,0.0236467017279,0.86528496531,0.011060078786
1240,4,0.144490752739,0.0330301334528,0.822479113809,0.011060078786
1240,5,0.176879082241,0.0425763348083,0.780544582951,0.011060078786
1240,6,0.207532260915,0.0520506021249,0.74041713696,0.011060078786
1240,7,0.236546709189,0.0614449867241,0.702008304087,0.011060078786
1240,8,0.264013207558,0.0707526038059,0.665234188636,0.011060078786
1240,9,0.288040874145,0.0792671768982,0.632691948956,0.011060078786
1240,10,0.302120322708,0.0844491263993,0.613430550892,0.011060078786
1240,11,0.309792071061,0.0872898620076,0.602918066931,0.011060078786
1240,12,0.324777594755,0.0930470521229,0.582175353122,0.011060078786
1887,0,0.389975142184,0.610024857816,1.11022302463e-16,3.30556287812e-05
1887,1,0.382221768944,0.617778231056,2.22044604925e-16,3.30556287812e-05
1887,2,0.384911093253,0.610825519991,0.00426338675542,3.30556287812e-05
1888,0,0.401719647541,0.598280352459,-1.22124532709e-15,0.000178354734784
1888,1,0.389975142184,0.610024857816,-1.33226762955e-15,0.000178354734784
1888,2,0.384911093253,0.610825519991,0.00426338675542,0.000178354734784
1888,3,0.385076331557,0.61038045549,0.00454321295311,0.000178354734784
1888,4,0.388990590867,0.600151823247,0.010857585886,0.000178354734784
1889,0,0.413885765817,0.586114234183,-1.11022302463e-16,0.00035316993665
1889,1,0.401719647541,0.598280352459,-1.11022302463e-16,0.00035316993665
1889,2,0.388990590867,0.600151823247,0.010857585886,0.00035316993665
1889,3,0.390457561572,0.596159501922,0.0133829365057,0.00035316993665
1889,4,0.393201794018,0.588909906326,0.0178882996559,0.00035316993665
1890,0,0.426491533439,0.573508466561,0,0.00055353890856
1890,1,0.413885765817,0.586114234183,0,0.00055353890856
1890,2,0.393201794018,0.588909906326,0.0178882996559,0.00055353890856
1890,3,0.396113487838,0.580902336948,0.0229841752141,0.00055353890856
1890,4,0.397555110767,0.577051637875,0.0253932513578,0.00055353890856
1891,0,0.439556107367,0.560443892633,-2.22044604925e-16,0.000783105725403
1891,1,0.426491533439,0.573508466561,-3.33066907388e-16,0.000783105725403
1891,2,0.397555110767,0.577051637875,0.0253932513578,0.000783105725403
1891,3,0.402062604334,0.564523053718,0.0334143419483,0.000783105725403
1892,0,0.453099851621,0.546900148379,1.22124532709e-15,0.00104631792492
1892,1,0.439556107367,0.560443892633,1.33226762955e-15,0.00104631792492
1892,2,0.402062604334,0.564523053718,0.0334143419483,0.00104631792492
1892,3,0.402074784085,0.564487793784,0.033437422131,0.00104631792492
1892,4,0.406783149401,0.551259261457,0.0419575891419,0.00104631792492
1893,0,0.467144432011,0.532855567989,1.11022302463e-15,0.00134822361053
1893,1,0.453099851621,0.546900148379,1.22124532709e-15,0.00134822361053
1893,2,0.406783149401,0.551259261457,0.0419575891419,0.00134822361053
1893,3,0.408309933797,0.546793805658,0.0448962605449,0.00134822361053
1893,4,0.411688436097,0.537197478765,0.0511140851381,0.00134822361053
1894,0,0.481712919978,0.518287080022,1.11022302463e-15,0.00169452518272
1894,1,0.467144432011,0.532855567989,1.11022302463e-15,0.00169452518272
1894,2,0.411688436097,0.537197478765,0.0511140851381,0.00169452518272
1894,3,0.41492443983,0.527634439347,0.0574411208232,0.00169452518272
1894,4,0.41679552612,0.52226065056,0.0609438233198,0.00169452518272
1895,0,0.49682990657,0.50317009343,9.99200722163e-16,0.0020921322166
1895,1,0.481712919978,0.518287080022,9.99200722163e-16,0.0020921322166
1895,2,0.41679552612,0.52226065056,0.0609438233198,0.0020921322166
1895,3,0.42196810052,0.506813515846,0.0712183836346,0.0020921322166
1895,4,0.422123819127,0.506361241481,0.0715149393914,0.0020921322166
1896,0,0.512521627788,0.487478372212,-3.33066907388e-16,0.00254948055041
1896,1,0.49682990657,0.50317009343,-3.33066907388e-16,0.00254948055041
1896,2,0.422123819127,0.506361241481,0.0715149393914,0.00254948055041
1896,3,0.427743979737,0.489398299134,0.0828577211284,0.00254948055041
1897,0,0.528816102526,0.471183897474,-1.05471187339e-15,0.00307654608771
1897,1,0.512521627788,0.487478372212,-1.11022302463e-15,0.00307654608771
1897,2,0.427743979737,0.489398299134,0.0828577211284,0.00307654608771
1897,3,0.429427666492,0.484114683137,0.0864576503702,0.00307654608771
1897,4,0.43364092277,0.471260624146,0.0950984530843,0.00307654608771
1898,0,0.545743284747,0.454256715253,-6.66133814775e-16,0.0036847670068
1898,1,0.528816102526,0.471183897474,-6.66133814775e-16,0.0036847670068
1898,2,0.43364092277,0.471260624146,0.0950984530843,0.0036847670068
1898,3,0.437432845654,0.459241305162,0.103325849184,0.0036847670068
1898,4,0.439839905463,0.45181727624,0.108342818297,0.0036847670068
1899,0,0.563335231523,0.436664768477,3.33066907388e-16,0.00438823004711
1899,1,0.545743284747,0.454256715253,3.33066907388e-16,0.00438823004711
1899,2,0.439839905463,0.45181727624,0.108342818297,0.00438823004711
1899,3,0.446074927863,0.431852894611,0.122072177526,0.00438823004711
1899,4,0.446375173555,0.430916579314,0.122708247131,0.00438823004711
1900,0,0.581626288973,0.418373711027,-8.881784197e-16,0.00520435492427
1900,1,0.563335231523,0.436664768477,-8.881784197e-16,0.00520435492427
1900,2,0.446375173555,0.430916579314,0.122708247131,0.00520435492427
1900,3,0.453339889048,0.408386274657,0.138273836296,0.00520435492427
1901,0,0.59237187928,0.40762812072,2.77555756156e-16,0.00611977066057
1901,1,0.581626288973,0.418373711027,3.88578058619e-16,0.00611977066057
1901,2,0.453339889048,0.408386274657,0.138273836296,0.00611977066057
1901,3,0.45537718402,0.401548797832,0.143074018148,0.00611977066057
1901,4,0.460739827657,0.384020564168,0.155239608175,0.00611977066057
1901,5,0.596884780218,0.398933897786,0.00418132199629,0.00611977066057
1902,0,0.596884780218,0.398933897786,0.00418132199629,0.00689653573326
1902,1,0.460739827657,0.384020564168,0.155239608175,0.00689653573326
1902,2,0.465526566922,0.367803693065,0.166669740013,0.00689653573326
1902,3,0.468622693338,0.357577252364,0.173800054298,0.00689653573326
1902,4,0.607933408868,0.377732456537,0.0143341345946,0.00689653573326
1902,5,0.60086334443,0.391418730406,0.00771792516423,0.00689653573326
1903,0,0.607933408868,0.377732456537,0.0143341345946,0.00773621490572
1903,1,0.468622693338,0.357577252364,0.173800054298,0.00773621490572
1903,2,0.476692640735,0.32997660847,0.193330750795,0.00773621490572
1903,3,0.477054177449,0.328769747267,0.194176075283,0.00773621490572
1903,4,0.619684736105,0.354990943838,0.0253243200572,0.00773621490572
1903,5,0.610455032821,0.372943982022,0.0166009851571,0.00773621490572
1904,0,0.619684736105,0.354990943838,0.0253243200572,0.00866341698609
1904,1,0.477054177449,0.328769747267,0.194176075283,0.00866341698609
1904,2,0.486176310218,0.297270301475,0.216553388307,0.00866341698609
1904,3,0.627315037041,0.329412448009,0.0432725149506,0.00866341698609
1904,4,0.627141395552,0.3333577503,0.0395008541477,0.00866341698609
1904,5,0.62702365808,0.335734743815,0.0372415981047,0.00866341698609
1904,6,0.62674979952,0.341220905342,0.0320292951384,0.00866341698609
1904,7,0.620538304459,0.35336139841,0.0261002971314,0.00866341698609
1905,0,0.627315037041,0.329412448009,0.0432725149506,0.00922692231257
1905,1,0.486176310218,0.297270301475,0.216553388307,0.00922692231257
1905,2,0.488978254176,0.287264922908,0.223756822916,0.00922692231257
1905,3,0.496034470829,0.262662709262,0.241302819909,0.00922692231257
1905,4,0.628540644815,0.2993997086,0.0720596465853,0.00922692231257
1905,5,0.628212699035,0.30861933345,0.0631679675154,0.00922692231257
1905,6,0.627698426396,0.321163126946,0.0511384466571,0.00922692231257
1906,0,0.628540644815,0.2993997086,0.0720596465853,0.00967820346592
1906,1,0.496034470829,0.262662709262,0.241302819909,0.00967820346592
1906,2,0.502711374402,0.238617108858,0.25867151674,0.00967820346592
1906,3,0.506735932775,0.224447594147,0.268816473078,0.00967820346592
1906,4,0.629558103885,0.265408994304,0.105032901811,0.00967820346592
1906,5,0.629486490619,0.268676472903,0.101837036478,0.00967820346592
1906,6,0.629113343264,0.282399926845,0.0884867298907,0.00967820346592
1906,7,0.628680669329,0.295705191096,0.0756141395741,0.00967820346592
1907,0,0.629558103885,0.265408994304,0.105032901811,0.0100613941519
1907,1,0.506735932775,0.224447594147,0.268816473078,0.0100613941519
1907,2,0.517668913524,0.184736868728,0.297594217748,0.0100613941519
1907,3,0.522877967481,0.183875171067,0.293246861452,0.0100613941519
1907,4,0.523039702692,0.183851760539,0.293108536768,0.0100613941519
1907,5,0.630280333174,0.226527198093,0.143192468734,0.0100613941519
1907,6,0.630097172956,0.239876104001,0.130026723043,0.0100613941519
1907,7,0.62982078811,0.254511971879,0.11566724001,0.0100613941519
1908,0,0.630280333174,0.226527198093,0.143192468734,0.0055683080184
1908,1,0.523039702692,0.183851760539,0.293108536768,0.0055683080184
1908,2,0.534030666436,0.18223168058,0.283737652984,0.0055683080184
1908,3,0.543998042542,0.180969183405,0.275032774053,0.0055683080184
1908,4,0.555558004134,0.179751667781,0.264690328085,0.0055683080184
1908,5,0.566914353393,0.178802792484,0.254282854123,0.0055683080184
1908,6,0.5780557913,0.178119549491,0.243824659208,0.0055683080184
1908,7,0.588305526166,0.177723989675,0.23397048416,0.0055683080184
1908,8,0.597556478502,0.177569890945,0.224873630553,0.0055683080184
1908,9,0.608066835701,0.17764299117,0.214290173129,0.0055683080184
1908,10,0.618325822258,0.177962971718,0.203711206024,0.0055683080184
1908,11,0.623674909294,0.17826304385,0.198062046856,0.0055683080184
1908,12,0.630574088717,0.181522588983,0.187903322301,0.0055683080184
1908,13,0.630566882169,0.192826876228,0.176606241603,0.0055683080184
1908,14,0.630475640879,0.209068093138,0.160456265983,0.0055683080184
1908,15,0.630308553407,0.224737831598,0.144953614996,0.0055683080184
1909,0,0.630574088717,0.181522588983,0.187903322301,1.97987808297e-05
1909,1,0.623674909294,0.17826304385,0.198062046856,1.97987808297e-05
1909,2,0.628327888277,0.178515232251,0.193156879472,1.97987808297e-05
1909,3,0.630581268701,0.178695376427,0.190723354871,1.97987808297e-05
2030,0,0.606571756661,0.393428243339,0,0.000110268909275
2030,1,0.59237187928,0.40762812072,0,0.000110268909275
2030,2,0.596884780218,0.398933897786,0.00418132199629,0.000110268909275
2030,3,0.60086334443,0.391418730406,0.00771792516423,0.000110268909275
2031,0,0.622381717909,0.377618282091,0,0.000387853846155
2031,1,0.606571756661,0.393428243339,0,0.000387853846155
2031,2,0.60086334443,0.391418730406,0.00771792516423,0.000387853846155
2031,3,0.607933408868,0.377732456537,0.0143341345946,0.000387853846155
2031,4,0.610455032821,0.372943982022,0.0166009851571,0.000387853846155
2032,0,0.63035538743,0.36964461257,-2.22044604925e-16,0.000588479846063
2032,1,0.622381717909,0.377618282091,-1.11022302463e-16,0.000588479846063
2032,2,0.610455032821,0.372943982022,0.0166009851571,0.000588479846063
2032,3,0.619684736105,0.354990943838,0.0253243200572,0.000588479846063
2032,4,0.620538304459,0.35336139841,0.0261002971314,0.000588479846063
2032,5,0.628794135267,0.356959940382,0.014245924351,0.000588479846063
2032,6,0.630048084203,0.366963937942,0.00298797785541,0.000588479846063
2032,7,0.630074733141,0.367190583376,0.00273468348259,0.000588479846063
2033,0,0.628794135267,0.356959940382,0.014245924351,0.000123002165345
2033,1,0.620538304459,0.35336139841,0.0261002971314,0.000123002165345
2033,2,0.62674979952,0.341220905342,0.0320292951384,0.000123002165345
2033,3,0.62711578135,0.343893912853,0.0289903057973,0.000123002165345
2033,4,0.628626645979,0.355581967274,0.0157913867466,0.000123002165345
2580,0,0.990558658818,0.00944134118227,3.64291929955e-17,3.09021830626e-05
2580,1,0.982451946885,0.0175480531155,4.85722573274e-17,3.09021830626e-05
2580,2,0.985577618348,0.0112857792094,0.00313660244305,3.09021830626e-05
2580,3,0.987063153094,0.00963660020069,0.00330024670523,3.09021830626e-05
2581,0,0.991853601296,0,0.00814639870401,0.000109662342516
2581,1,1,0,0,0.000109662342516
2581,2,0.990558658818,0.00944134118227,3.81639164715e-17,0.000109662342516
2581,3,0.987063153094,0.00963660020069,0.00330024670523,0.000109662342516
2584,0,0.971640021565,0.0283599784351,-7.97972798949e-17,6.95238744576e-05
2584,1,0.95977645026,0.0402235497399,-7.6327832943e-17,6.95238744576e-05
2584,2,0.964609482408,0.0302584848102,0.00513203278155,6.95238744576e-05
2584,3,0.966060675802,0.0286377360638,0.00530158813429,6.95238744576e-05
2585,0,0.985577618348,0.0112857792094,0.00313660244305,0.000312061688318
2585,1,0.982451946885,0.0175480531155,-1.04083408559e-17,0.000312061688318
2585,2,0.971640021565,0.0283599784351,3.46944695195e-17,0.000312061688318
2585,3,0.966060675802,0.0286377360638,0.00530158813429,0.000312061688318
2585,4,0.973471618557,0.0132916099144,0.0132367715284,0.000312061688318
2585,5,0.974842588963,0.0117558242617,0.0134015867758,0.000312061688318
2586,0,0.980494824916,0,0.0195051750841,0.000258150153484
2586,1,0.991853601296,0,0.00814639870401,0.000258150153484
2586,2,0.987063153094,0.00963660020069,0.00330024670523,0.000258150153484
2586,3,0.985577618348,0.0112857792094,0.00313660244305,0.000258150153484
2586,4,0.974842588963,0.0117558242617,0.0134015867758,0.000258150153484
2591,0,0.953132614745,0.0468673852551,1.2490009027e-16,0.000117589711259
2591,1,0.937982660963,0.0620173390368,1.66533453694e-16,0.000117589711259
2591,2,0.944208198425,0.0487891858998,0.0070026156757,0.000117589711259
2591,3,0.945626870037,0.047195041148,0.00717808881542,0.000117589711259
2592,0,0.964609482408,0.0302584848102,0.00513203278155,0.000336480209015
2592,1,0.95977645026,0.0402235497399,4.16333634234e-17,0.000336480209015
2592,2,0.953132614745,0.0468673852551,2.08166817117e-17,0.000336480209015
2592,3,0.945626870037,0.047195041148,0.00717808881542,0.000336480209015
2592,4,0.952666228455,0.0321693373444,0.015164434201,0.000336480209015
2592,5,0.954006164506,0.0306590350569,0.0153348004368,0.000336480209015
2593,0,0.973471618557,0.0132916099144,0.0132367715284,0.000379061071005
2593,1,0.966060675802,0.0286377360638,0.00530158813429,0.000379061071005
2593,2,0.964609482408,0.0302584848102,0.00513203278155,0.000379061071005
2593,3,0.954006164506,0.0306590350569,0.0153348004368,0.000379061071005
2593,4,0.961281494738,0.0150570555783,0.0236614496833,0.000379061071005
2593,5,0.962537950571,0.0136363107108,0.023825738718,0.000379061071005
2594,0,0.96886640254,0,0.0311335974595,0.000308910189836
2594,1,0.980494824916,0,0.0195051750841,0.000308910189836
2594,2,0.974842588963,0.0117558242617,0.0134015867758,0.000308910189836
2594,3,0.973471618557,0.0132916099144,0.0132367715284,0.000308910189836
2594,4,0.962537950571,0.0136363107108,0.023825738718,0.000308910189836
2597,0,0.918973580855,0.0810264191454,1.11022302463e-16,4.49041502087e-06
2597,1,0.915710732605,0.0842892673953,1.2490009027e-16,4.49041502087e-06
2597,2,0.916429899476,0.0827196348868,0.000850465636857,4.49041502087e-06
