beta,eta,N,R,P,U
0.188,3.5,10,0.7283561737,0.1254966034,0.8084015624
0.189,3.5,10,0.7282078157,0.1257469105,0.8082926738
0.19,3.5,10,0.7280616356,0.1260003345,0.8081859818
0.191,3.5,10,0.72791767,0.1262569129,0.8080815915
0.192,3.5,10,0.7277759559,0.1265166832,0.8079796079
0.193,3.5,10,0.7276365302,0.1267796828,0.807880136
0.194,3.5,10,0.7274994295,0.1270459491,0.8077832808
0.195,3.5,10,0.7273646909,0.1273155195,0.8076891475
0.196,3.5,10,0.727232351,0.1275884315,0.807597841
0.197,3.5,10,0.7271024468,0.1278647225,0.8075094665
0.198,3.5,10,0.7269750151,0.1281444299,0.8074241288
0.199,3.5,10,0.7268500927,0.1284275913,0.8073419331
0.2,3.5,10,0.7267277165,0.1287142439,0.8072629845
0.201,3.5,10,0.7266079233,0.1290044253,0.8071873878
0.202,3.5,10,0.7264907499,0.1292981728,0.8071152483
0.203,3.5,10,0.7263762332,0.1295955239,0.8070466709
0.204,3.5,10,0.72626441,0.1298965161,0.8069817606
0.205,3.5,10,0.7261553171,0.1302011868,0.8069206226
0.206,3.5,10,0.7260489915,0.1305095734,0.8068633618
0.207,3.5,10,0.7259454698,0.1308217133,0.8068100832
0.208,3.5,10,0.725844789,0.131137644,0.806760892
0.209,3.5,10,0.7257469859,0.1314574029,0.8067158932
0.21,3.5,10,0.7256520974,0.1317810274,0.8066751918
0.211,3.5,10,0.7255601602,0.132108555,0.8066388927
0.212,3.5,10,0.7254712112,0.1324400231,0.8066071012
0.213,3.5,10,0.7253852873,0.1327754692,0.8065799222
0.214,3.5,10,0.7253024253,0.1331149306,0.8065574607
0.215,3.5,10,0.7252226619,0.1334584448,0.8065398219
0.216,3.5,10,0.7251460342,0.1338060493,0.8065271106
0.217,3.5,10,0.7250725788,0.1341577815,0.8065194321
0.218,3.5,10,0.7250023326,0.1345136787,0.8065168912
0.219,3.5,10,0.7249353326,0.1348737785,0.8065195931
0.22,3.5,10,0.7248716154,0.1352381183,0.8065276428
0.221,3.5,10,0.724811218,0.1356067354,0.8065411454
0.222,3.5,10,0.7247541771,0.1359796674,0.8065602058
0.187,3.51,10,0.7287009357,0.124908932,0.808445887
0.188,3.51,10,0.7285497125,0.1251561448,0.8083359488
0.189,3.51,10,0.7284006341,0.1254064362,0.8082281154
0.19,3.51,10,0.7282537371,0.1256598436,0.8081224921
0.191,3.51,10,0.7281090585,0.1259164045,0.8080191837
0.192,3.51,10,0.7279666351,0.1261761563,0.8079182953
0.193,3.51,10,0.7278265037,0.1264391364,0.807819932
0.194,3.51,10,0.7276887012,0.1267053823,0.8077241989
0.195,3.51,10,0.7275532643,0.1269749313,0.8076312009
0.196,3.51,10,0.72742023,0.127247821,0.807541043
0.197,3.51,10,0.7272896351,0.1275240887,0.8074538304
0.198,3.51,10,0.7271615164,0.127803772,0.8073696681
0.199,3.51,10,0.7270359107,0.1280869081,0.8072886611
0.2,3.51,10,0.7269128549,0.1283735347,0.8072109144
0.201,3.51,10,0.7267923859,0.128663689,0.8071365331
0.202,3.51,10,0.7266745404,0.1289574085,0.8070656222
0.203,3.51,10,0.7265593553,0.1292547307,0.8069982868
0.204,3.51,10,0.7264468674,0.129555693,0.8069346319
0.205,3.51,10,0.7263371136,0.1298603328,0.8068747625
0.206,3.51,10,0.7262301307,0.1301686876,0.8068187837
0.207,3.51,10,0.7261259555,0.1304807948,0.8067668006
0.208,3.51,10,0.7260246249,0.1307966918,0.8067189181
0.209,3.51,10,0.7259261758,0.131116416,0.8066752412
0.21,3.51,10,0.7258306449,0.1314400049,0.8066358752
0.211,3.51,10,0.7257380691,0.131767496,0.8066009249
0.212,3.51,10,0.7256484852,0.1320989266,0.8065704954
0.213,3.51,10,0.7255619301,0.1324343343,0.8065446918
0.214,3.51,10,0.7254784406,0.1327737563,0.806523619
0.215,3.51,10,0.7253980535,0.1331172302,0.8065073822
0.216,3.51,10,0.7253208057,0.1334647934,0.8064960864
0.217,3.51,10,0.7252467341,0.1338164833,0.8064898366
0.218,3.51,10,0.7251758754,0.1341723374,0.8064887378
0.219,3.51,10,0.7251082665,0.134532393,0.8064928952
0.22,3.51,10,0.7250439442,0.1348966877,0.8065024136
0.221,3.51,10,0.7249829453,0.1352652589,0.8065173982
0.186,3.52,10,0.7290512848,0.1243277722,0.8085007632
0.187,3.52,10,0.728897221,0.1245719295,0.8083898247
0.188,3.52,10,0.7287452688,0.1248191271,0.8082808994
0.189,3.52,10,0.728595465,0.1250694024,0.8081740924
0.19,3.52,10,0.7284478464,0.1253227927,0.8080695087
0.191,3.52,10,0.7283024499,0.1255793355,0.8079672533
0.192,3.52,10,0.7281593123,0.1258390683,0.8078674312
0.193,3.52,10,0.7280184704,0.1261020285,0.8077701476
0.194,3.52,10,0.7278799611,0.1263682535,0.8076755074
0.195,3.52,10,0.7277438213,0.1266377807,0.8075836157
0.196,3.52,10,0.7276100877,0.1269106476,0.8074945776
0.197,3.52,10,0.7274787972,0.1271868916,0.807408498
0.198,3.52,10,0.7273499866,0.1274665501,0.807325482
0.199,3.52,10,0.7272236928,0.1277496607,0.8072456346
0.2,3.52,10,0.7270999526,0.1280362606,0.8071690609
0.201,3.52,10,0.7269788028,0.1283263874,0.807095866
0.202,3.52,10,0.7268602804,0.1286200785,0.8070261548
0.203,3.52,10,0.726744422,0.1289173712,0.8069600324
0.204,3.52,10,0.7266312646,0.1292183031,0.8068976039
0.205,3.52,10,0.726520845,0.1295229116,0.8068389742
0.206,3.52,10,0.7264132,0.1298312341,0.8067842485
0.207,3.52,10,0.7263083665,0.1301433081,0.8067335317
0.208,3.52,10,0.7262063813,0.1304591709,0.8066869289
0.209,3.52,10,0.7261072812,0.1307788601,0.8066445452
0.21,3.52,10,0.7260111031,0.1311024129,0.8066064855
0.211,3.52,10,0.7259178839,0.131429867,0.806572855
0.212,3.52,10,0.7258276602,0.1317612597,0.8065437585
0.213,3.52,10,0.7257404691,0.1320966284,0.8065193013
0.214,3.52,10,0.7256563473,0.1324360105,0.8064995884
0.215,3.52,10,0.7255753317,0.1327794436,0.8064847247
0.216,3.52,10,0.725497459,0.1331269651,0.8064748153
0.217,3.52,10,0.7254227662,0.1334786123,0.8064699652
0.218,3.52,10,0.7253512901,0.1338344227,0.8064702796
0.219,3.52,10,0.7252830675,0.1341944338,0.8064758633
0.22,3.52,10,0.7252181352,0.1345586829,0.8064868216
0.185,3.53,10,0.7294071214,0.1237530492,0.8085659936
0.186,3.53,10,0.7292502415,0.12399419,0.8084541042
0.187,3.53,10,0.7290954401,0.1242383327,0.8083441364
0.188,3.53,10,0.728942754,0.1244855146,0.8082361951
0.189,3.53,10,0.72879222,0.1247357732,0.8081303854
0.19,3.53,10,0.7286438749,0.124989146,0.8080268123
0.191,3.53,10,0.7284977556,0.1252456703,0.8079255809
0.192,3.53,10,0.728353899,0.1255053836,0.8078267962
0.193,3.53,10,0.7282123418,0.1257683234,0.8077305632
0.194,3.53,10,0.728073121,0.126034527,0.8076369871
0.195,3.53,10,0.7279362732,0.1263040319,0.8075461727
0.196,3.53,10,0.7278018355,0.1265768755,0.8074582253
0.197,3.53,10,0.7276698446,0.1268530953,0.8073732497
0.198,3.53,10,0.7275403373,0.1271327287,0.8072913511
0.199,3.53,10,0.7274133505,0.1274158131,0.8072126344
0.2,3.53,10,0.727288921,0.127702386,0.8071372048
0.201,3.53,10,0.7271670858,0.1279924848,0.8070651672
0.202,3.53,10,0.7270478815,0.1282861469,0.8069966268
0.203,3.53,10,0.726931345,0.1285834098,0.8069316884
0.204,3.53,10,0.7268175133,0.1288843109,0.8068704573
0.205,3.53,10,0.726706423,0.1291888876,0.8068130384
0.206,3.53,10,0.7265981111,0.1294971773,0.8067595367
0.207,3.53,10,0.7264926144,0.1298092176,0.8067100573
0.208,3.53,10,0.7263899697,0.1301250458,0.8066647053
0.209,3.53,10,0.7262902139,0.1304446993,0.8066235856
0.21,3.53,10,0.7261933837,0.1307682157,0.8065868034
0.211,3.53,10,0.7260995161,0.1310956322,0.8065544636
0.212,3.53,10,0.7260086479,0.1314269865,0.8065266713
0.213,3.53,10,0.7259208159,0.1317623158,0.8065035315
0.214,3.53,10,0.725836057,0.1321016576,0.8064851493
0.215,3.53,10,0.7257544079,0.1324450495,0.8064716298
0.216,3.53,10,0.7256759056,0.1327925287,0.8064630778
0.217,3.53,10,0.7256005868,0.1331441327,0.8064595986
0.218,3.53,10,0.7255284884,0.133499899,0.8064612971
0.219,3.53,10,0.7254596473,0.133859865,0.8064682783
0.185,3.54,10,0.7296086747,0.1234228517,0.8085285898
0.186,3.54,10,0.7294510486,0.1236639783,0.8084176288
0.187,3.54,10,0.7292955047,0.1239081058,0.8083086026
0.188,3.54,10,0.7291420798,0.1241552716,0.8082016163
0.189,3.54,10,0.7289908107,0.1244055131,0.8080967749
0.19,3.54,10,0.7288417343,0.1246588678,0.8079941835
0.191,3.54,10,0.7286948874,0.1249153731,0.8078939472
0.192,3.54,10,0.7285503069,0.1251750665,0.8077961708
0.193,3.54,10,0.7284080296,0.1254379854,0.8077009596
0.194,3.54,10,0.7282680923,0.1257041671,0.8076084184
0.195,3.54,10,0.7281305319,0.1259736493,0.8075186525
0.196,3.54,10,0.7279953851,0.1262464692,0.8074317667
0.197,3.54,10,0.7278626889,0.1265226643,0.8073478662
0.198,3.54,10,0.7277324801,0.126802272,0.807267056
0.199,3.54,10,0.7276047955,0.1270853299,0.8071894411
0.2,3.54,10,0.7274796719,0.1273718753,0.8071151265
0.201,3.54,10,0.7273571463,0.1276619456,0.8070442174
0.202,3.54,10,0.7272372553,0.1279555783,0.8069768187
0.203,3.54,10,0.7271200359,0.1282528108,0.8069130354
0.204,3.54,10,0.727005525,0.1285536805,0.8068529727
0.205,3.54,10,0.7268937592,0.1288582249,0.8067967356
0.206,3.54,10,0.7267847755,0.1291664815,0.806744429
0.207,3.54,10,0.7266786108,0.1294784876,0.8066961581
0.208,3.54,10,0.7265753018,0.1297942806,0.8066520278
0.209,3.54,10,0.7264748853,0.1301138981,0.8066121433
0.21,3.54,10,0.7263773983,0.1304373775,0.8065766095
0.211,3.54,10,0.7262828776,0.1307647561,0.8065455315
0.212,3.54,10,0.7261913599,0.1310960714,0.8065190143
0.213,3.54,10,0.7261028822,0.1314313609,0.806497163
0.214,3.54,10,0.7260174812,0.1317706619,0.8064800826
0.215,3.54,10,0.7259351939,0.132114012,0.8064678782
0.216,3.54,10,0.725856057,0.1324614485,0.8064606547
0.217,3.54,10,0.7257801074,0.1328130088,0.8064585173
0.184,3.55,10,0.7299724208,0.1228578401,0.8086130839
0.185,3.55,10,0.7298119947,0.1230959895,0.8085011791
0.186,3.55,10,0.7296536175,0.1233371013,0.8083911174
0.187,3.55,10,0.7294973263,0.1235812131,0.8082830039
0.188,3.55,10,0.7293431577,0.1238283623,0.8081769437
0.189,3.55,10,0.7291911488,0.1240785862,0.8080730417
0.19,3.55,10,0.7290413362,0.1243319224,0.807971403
0.191,3.55,10,0.7288937569,0.1245884083,0.8078721327
0.192,3.55,10,0.7287484477,0.1248480813,0.8077753358
0.193,3.55,10,0.7286054453,0.1251109788,0.8076811172
0.194,3.55,10,0.7284647868,0.1253771382,0.8075895822
0.195,3.55,10,0.7283265088,0.1256465971,0.8075008356
0.196,3.55,10,0.7281906482,0.1259193928,0.8074149826
0.197,3.55,10,0.7280572419,0.1261955628,0.8073321282
0.198,3.55,10,0.7279263267,0.1264751444,0.8072523774
0.199,3.55,10,0.7277979394,0.1267581752,0.8071758352
0.2,3.55,10,0.7276721169,0.1270446926,0.8071026068
0.201,3.55,10,0.727548896,0.1273347339,0.8070327971
0.202,3.55,10,0.7274283135,0.1276283367,0.8069665111
0.203,3.55,10,0.7273104064,0.1279255384,0.806903854
0.204,3.55,10,0.7271952113,0.1282263763,0.8068449308
0.205,3.55,10,0.7270827652,0.128530888,0.8067898464
0.206,3.55,10,0.7269731049,0.1288391109,0.806738706
0.207,3.55,10,0.7268662673,0.1291510823,0.8066916145
0.208,3.55,10,0.7267622891,0.1294668398,0.806648677
0.209,3.55,10,0.7266612072,0.1297864208,0.8066099986
0.21,3.55,10,0.7265630585,0.1301098626,0.8065756843
0.211,3.55,10,0.7264678797,0.1304372028,0.8065458392
0.212,3.55,10,0.7263757078,0.1307684787,0.8065205682
0.213,3.55,10,0.7262865795,0.1311037279,0.8064999764
0.214,3.55,10,0.7262005317,0.1314429876,0.8064841688
0.215,3.55,10,0.7261176012,0.1317862955,0.8064732505
0.216,3.55,10,0.726037825,0.1321336888,0.8064673266
0.183,3.56,10,0.7303413805,0.1222990806,0.8087073891
0.184,3.56,10,0.7301781788,0.1225342916,0.8085945899
0.185,3.56,10,0.730016993,0.1227724267,0.8084835421
0.186,3.56,10,0.7298578599,0.1230135234,0.8083743509
0.187,3.56,10,0.7297008165,0.123257619,0.8082671211
0.188,3.56,10,0.7295458995,0.1235047511,0.8081619579
0.189,3.56,10,0.7293931458,0.123754957,0.8080589663
0.19,3.56,10,0.7292425922,0.1240082742,0.8079582514
0.191,3.56,10,0.7290942756,0.1242647401,0.8078599182
0.192,3.56,10,0.7289482328,0.1245243922,0.8077640716
0.193,3.56,10,0.7288045006,0.1247872679,0.8076708169
0.194,3.56,10,0.7286631159,0.1250534046,0.8075802589
0.195,3.56,10,0.7285241155,0.1253228397,0.8074925028
0.196,3.56,10,0.7283875363,0.1255956107,0.8074076536
0.197,3.56,10,0.728253415,0.125871755,0.8073258162
0.198,3.56,10,0.7281217885,0.1261513101,0.8072470959
0.199,3.56,10,0.7279926937,0.1264343134,0.8071715975
0.2,3.56,10,0.7278661674,0.1267208023,0.8070994262
0.201,3.56,10,0.7277422465,0.1270108142,0.8070306869
0.202,3.56,10,0.7276209677,0.1273043866,0.8069654848
0.203,3.56,10,0.7275023679,0.127601557,0.8069039248
0.204,3.56,10,0.7273864839,0.1279023627,0.8068461121
0.205,3.56,10,0.7272733526,0.1282068411,0.8067921515
0.206,3.56,10,0.7271630109,0.1285150298,0.8067421482
0.207,3.56,10,0.7270554955,0.1288269662,0.8066962073
0.208,3.56,10,0.7269508433,0.1291426876,0.8066544336
0.209,3.56,10,0.7268490911,0.1294622315,0.8066169324
0.21,3.56,10,0.7267502758,0.1297856354,0.8065838086
0.211,3.56,10,0.7266544342,0.1301129367,0.8065551673
0.212,3.56,10,0.7265616031,0.1304441728,0.8065311135
0.213,3.56,10,0.7264718194,0.1307793811,0.8065117522
0.214,3.56,10,0.7263851199,0.1311185991,0.8064971885
0.182,3.57,10,0.7307154542,0.1217464987,0.8088113079
0.183,3.57,10,0.7305495014,0.1219788101,0.8086976637
0.184,3.57,10,0.7303855315,0.1222140074,0.8085856792
0.185,3.57,10,0.7302235812,0.1224521278,0.8084754595
0.186,3.57,10,0.7300636874,0.1226932088,0.8083671097
0.187,3.57,10,0.729905887,0.1229372878,0.8082607347
0.188,3.57,10,0.7297502167,0.1231844023,0.8081564396
0.189,3.57,10,0.7295967134,0.1234345897,0.8080543294
0.19,3.57,10,0.729445414,0.1236878874,0.8079545093
0.191,3.57,10,0.7292963552,0.123944333,0.8078570841
0.192,3.57,10,0.729149574,0.1242039637,0.8077621591
0.193,3.57,10,0.7290051071,0.124466817,0.8076698391
0.194,3.57,10,0.7288629914,0.1247329304,0.8075802293
0.195,3.57,10,0.7287232638,0.1250023414,0.8074934346
0.196,3.57,10,0.728585961,0.1252750872,0.8074095602
0.197,3.57,10,0.7284511199,0.1255512055,0.807328711
0.198,3.57,10,0.7283187773,0.1258307335,0.8072509921
0.199,3.57,10,0.7281889702,0.1261137088,0.8071765086
0.2,3.57,10,0.7280617352,0.1264001687,0.8071053654
0.201,3.57,10,0.7279371093,0.1266901508,0.8070376676
0.202,3.57,10,0.7278151293,0.1269836923,0.8069735203
0.203,3.57,10,0.7276958321,0.1272808309,0.8069130285
0.204,3.57,10,0.7275792544,0.1275816038,0.8068562972
0.205,3.57,10,0.7274654331,0.1278860486,0.8068034315
0.206,3.57,10,0.727354405,0.1281942027,0.8067545364
0.207,3.57,10,0.727246207,0.1285061034,0.806709717
0.208,3.57,10,0.7271408759,0.1288217883,0.8066690782
0.209,3.57,10,0.7270384486,0.1291412947,0.8066327252
0.21,3.57,10,0.7269389619,0.1294646602,0.806600763
0.211,3.57,10,0.7268424526,0.1297919221,0.8065732965
0.212,3.57,10,0.7267489575,0.1301231178,0.8065504309
0.181,3.58,10,0.7310945424,0.1212000197,0.8089246428
0.182,3.58,10,0.7309258631,0.1214294706,0.808810203
0.183,3.58,10,0.7307591336,0.1216617687,0.8086973312
0.184,3.58,10,0.7305943906,0.1218969517,0.8085861325
0.185,3.58,10,0.730431671,0.1221350569,0.8084767119
0.186,3.58,10,0.7302710116,0.1223761218,0.8083691745
0.187,3.58,10,0.7301124493,0.1226201837,0.8082636253
0.188,3.58,10,0.7299560208,0.1228672802,0.8081601693
0.189,3.58,10,0.7298017631,0.1231174486,0.8080589116
0.19,3.58,10,0.729649713,0.1233707264,0.8079599573
0.191,3.58,10,0.7294999072,0.123627151,0.8078634113
0.192,3.58,10,0.7293523827,0.1238867599,0.8077693787
0.193,3.58,10,0.7292071763,0.1241495905,0.8076779645
0.194,3.58,10,0.7290643248,0.1244156802,0.8075892738
0.195,3.58,10,0.7289238651,0.1246850664,0.8075034117
0.196,3.58,10,0.7287858339,0.1249577867,0.807420483
0.197,3.58,10,0.7286502682,0.1252338783,0.807340593
0.198,3.58,10,0.7285172047,0.1255133788,0.8072638467
0.199,3.58,10,0.7283866803,0.1257963256,0.807190349
0.2,3.58,10,0.7282587319,0.1260827561,0.807120205
0.201,3.58,10,0.7281333962,0.1263727078,0.8070535197
0.202,3.58,10,0.7280107102,0.1266662181,0.8069903983
0.203,3.58,10,0.7278907106,0.1269633244,0.8069309457
0.204,3.58,10,0.7277734343,0.1272640641,0.8068752669
0.205,3.58,10,0.7276589181,0.1275684747,0.8068234671
0.206,3.58,10,0.7275471989,0.1278765936,0.8067756512
0.207,3.58,10,0.7274383135,0.1281884583,0.8067319243
0.208,3.58,10,0.7273322987,0.1285041062,0.8066923915
0.209,3.58,10,0.7272291914,0.1288235747,0.8066571577
0.21,3.58,10,0.7271290284,0.1291469013,0.806626328
0.211,3.58,10,0.7270318465,0.1294741233,0.8066000074
0.18,3.59,10,0.7314785454,0.1206595693,0.8090471964
0.181,3.59,10,0.7313071643,0.1208861983,0.8089320103
0.182,3.59,10,0.7311376997,0.1211156363,0.8088183006
0.183,3.59,10,0.7309701886,0.1213479207,0.8087061723
0.184,3.59,10,0.7308046677,0.121583089,0.8085957304
0.185,3.59,10,0.7306411739,0.1218211785,0.8084870799
0.186,3.59,10,0.7304797441,0.1220622267,0.808380326
0.187,3.59,10,0.730320415,0.1223062711,0.8082755736
0.188,3.59,10,0.7301632236,0.1225533491,0.8081729278
0.189,3.59,10,0.7300082066,0.122803498,0.8080724936
0.19,3.59,10,0.7298554009,0.1230567554,0.807974376
0.191,3.59,10,0.7297048433,0.1233131587,0.8078786802
0.192,3.59,10,0.7295565707,0.1235727453,0.8077855111
0.193,3.59,10,0.7294106199,0.1238355526,0.8076949738
0.194,3.59,10,0.7292670278,0.1241016181,0.8076071733
0.195,3.59,10,0.7291258311,0.1243709792,0.8075222146
0.196,3.59,10,0.7289870667,0.1246436733,0.8074402029
0.197,3.59,10,0.7288507714,0.1249197379,0.807361243
0.198,3.59,10,0.7287169822,0.1251992104,0.8072854402
0.199,3.59,10,0.7285857358,0.1254821283,0.8072128994
0.2,3.59,10,0.728457069,0.1257685289,0.8071437256
0.201,3.59,10,0.7283310187,0.1260584497,0.8070780239
0.202,3.59,10,0.7282076218,0.1263519282,0.8070158993
0.203,3.59,10,0.728086915,0.1266490017,0.806957457
0.204,3.59,10,0.7279689353,0.1269497078,0.8069028018
0.205,3.59,10,0.7278537194,0.1272540838,0.8068520388
0.206,3.59,10,0.7277413042,0.1275621671,0.8068052732
0.207,3.59,10,0.7276317265,0.1278739953,0.8067626099
0.208,3.59,10,0.7275250231,0.1281896057,0.8067241539
0.209,3.59,10,0.727421231,0.1285090357,0.8066900104
0.18,3.6,10,0.7316933054,0.1203489188,0.8090628882
0.181,3.6,10,0.7315211303,0.1205755355,0.80894839
0.182,3.6,10,0.7313508756,0.1208049602,0.8088353814
0.183,3.6,10,0.731182578,0.1210372304,0.8087239675
0.184,3.6,10,0.7310162744,0.1212723834,0.8086142534
0.185,3.6,10,0.7308520016,0.1215104568,0.8085063442
0.186,3.6,10,0.7306897965,0.121751488,0.8084003447
0.187,3.6,10,0.7305296959,0.1219955143,0.8082963602
0.188,3.6,10,0.7303717366,0.1222425733,0.8081944955
0.189,3.6,10,0.7302159555,0.1224927023,0.8080948558
0.19,3.6,10,0.7300623894,0.1227459388,0.8079975461
0.191,3.6,10,0.7299110751,0.1230023202,0.8079026715
0.192,3.6,10,0.7297620496,0.123261884,0.8078103369
0.193,3.6,10,0.7296153495,0.1235246676,0.8077206475
0.194,3.6,10,0.7294710118,0.1237907084,0.8076337082
0.195,3.6,10,0.7293290733,0.1240600439,0.8075496241
0.196,3.6,10,0.7291895709,0.1243327115,0.8074685002
0.197,3.6,10,0.7290525413,0.1246087486,0.8073904416
0.198,3.6,10,0.7289180214,0.1248881926,0.8073155533
0.199,3.6,10,0.7287860481,0.125171081,0.8072439404
0.2,3.6,10,0.7286566582,0.1254574513,0.8071757078
0.201,3.6,10,0.7285298884,0.1257473408,0.8071109607
0.202,3.6,10,0.7284057758,0.126040787,0.8070498041
0.203,3.6,10,0.728284357,0.1263378273,0.806992343
0.204,3.6,10,0.7281656689,0.1266384992,0.8069386824
0.205,3.6,10,0.7280497485,0.1269428401,0.8068889274
0.206,3.6,10,0.7279366324,0.1272508874,0.806843183
0.207,3.6,10,0.7278263576,0.1275626785,0.8068015543
0.179,3.61,10,0.7320841869,0.1198175575,0.8092026392
0.18,3.61,10,0.7319093259,0.1200413917,0.8090874018
0.181,3.61,10,0.7317363521,0.1202679956,0.8089735623
0.182,3.61,10,0.7315653024,0.1204974065,0.8088612259
0.183,3.61,10,0.7313962135,0.120729662,0.8087504976
0.184,3.61,10,0.7312291223,0.1209647994,0.8086414824
0.185,3.61,10,0.7310640656,0.1212028562,0.8085342853
0.186,3.61,10,0.7309010804,0.1214438698,0.8084290113
0.187,3.61,10,0.7307402034,0.1216878776,0.8083257656
0.188,3.61,10,0.7305814714,0.1219349171,0.8082246532
0.189,3.61,10,0.7304249213,0.1221850257,0.8081257791
0.19,3.61,10,0.73027059,0.1224382409,0.8080292483
0.191,3.61,10,0.7301185142,0.1226946,0.8079351658
0.192,3.61,10,0.7299687308,0.1229541405,0.8078436368
0.193,3.61,10,0.7298212767,0.1232168999,0.8077547663
0.194,3.61,10,0.7296761886,0.1234829156,0.8076686592
0.195,3.61,10,0.7295335035,0.1237522249,0.8075854207
0.196,3.61,10,0.7293932581,0.1240248655,0.8075051557
0.197,3.61,10,0.7292554894,0.1243008745,0.8074279694
0.198,3.61,10,0.729120234,0.1245802896,0.8073539667
0.199,3.61,10,0.728987529,0.1248631482,0.8072832527
0.2,3.61,10,0.728857411,0.1251494876,0.8072159324
0.201,3.61,10,0.7287299169,0.1254393453,0.8071521109
0.202,3.61,10,0.7286050837,0.1257327588,0.8070918932
0.203,3.61,10,0.7284829481,0.1260297654,0.8070353843
0.204,3.61,10,0.7283635469,0.1263304027,0.8069826893
0.205,3.61,10,0.728246917,0.1266347079,0.8069339133
0.206,3.61,10,0.7281330952,0.1269427187,0.8068891612
0.178,3.62,10,0.7324797094,0.1192920399,0.8093510657
0.179,3.62,10,0.732302187,0.1195131305,0.8092351385
0.18,3.62,10,0.7321265186,0.1197369524,0.8091205177
0.181,3.62,10,0.7319527413,0.119963543,0.8090073081
0.182,3.62,10,0.7317808916,0.1201929397,0.8088956149
0.183,3.62,10,0.7316110066,0.1204251799,0.8087855431
0.184,3.62,10,0.731443123,0.1206603012,0.8086771977
0.185,3.62,10,0.7312772776,0.1208983409,0.8085706839
0.186,3.62,10,0.7311135074,0.1211393364,0.8084661065
0.187,3.62,10,0.7309518491,0.1213833252,0.8083635707
0.188,3.62,10,0.7307923396,0.1216303448,0.8082631815
0.189,3.62,10,0.7306350157,0.1218804325,0.8081650439
0.19,3.62,10,0.7304799143,0.1221336259,0.808069263
0.191,3.62,10,0.7303270721,0.1223899622,0.8079759438
0.192,3.62,10,0.7301765261,0.122649479,0.8078851914
0.193,3.62,10,0.730028313,0.1229122137,0.8077971108
0.194,3.62,10,0.7298824698,0.1231782038,0.807711807
