beta,eta,N,R,P,U,acceptability
0.223,3.21,10,0.720956104587,0.147912532399,0.812326936445,0.000350625328776
0.224,3.21,10,0.720920896173,0.148295417598,0.812300683464,0.000373723298271
0.225,3.21,10,0.720889046911,0.14868275744,0.812279916657,0.000398761930334
0.226,3.21,10,0.720860593639,0.149074589359,0.812264741063,0.000425947715859
0.227,3.21,10,0.720835573193,0.149470950788,0.812255261722,0.000455514023916
0.228,3.21,10,0.720814022411,0.149871879159,0.812251583673,0.000487725277166
0.229,3.21,10,0.72079597813,0.150277411906,0.812253811954,0.000522881887246
0.23,3.21,10,0.720781477187,0.150687586462,0.812262051606,0.000561326581745
0.231,3.21,10,0.72077055642,0.151102440261,0.812276407668,0.00060347059319
0.232,3.21,10,0.720763252665,0.151522010735,0.812296985178,0.000447264471841
0.233,3.21,10,0.720759602759,0.151946335318,0.812323889176,0
0.211,3.22,10,0.721711396223,0.143195691529,0.812611223044,0
0.212,3.22,10,0.721638256923,0.143528017045,0.812529531282,0
0.213,3.22,10,0.72156803845,0.143864347058,0.812452078562,0
0.214,3.22,10,0.721500777642,0.144204718999,0.812378969924,3.4064623771e-05
0.215,3.22,10,0.721436511336,0.144549170304,0.812310310406,0.000191105431554
0.216,3.22,10,0.72137527637,0.144897738404,0.812246205048,0.000237656392889
0.217,3.22,10,0.72131710958,0.145250460733,0.812186758889,0.00025199304527
0.218,3.22,10,0.721262047804,0.145607374725,0.812132076968,0.00026740481073
0.219,3.22,10,0.72121012788,0.145968517812,0.812082264324,0.000283993439028
0.22,3.22,10,0.721161386643,0.146333927428,0.812037425997,0.000301872401213
0.221,3.22,10,0.721115860932,0.146703641006,0.811997667026,0.00032116849713
0.222,3.22,10,0.721073587584,0.147077695979,0.81196309245,0.000342023719948
0.223,3.22,10,0.721034603435,0.14745612978,0.811933807308,0.000364597425323
0.224,3.22,10,0.720998945324,0.147838979842,0.81190991664,0.000389068861695
0.225,3.22,10,0.720966650086,0.1482262836,0.811891525484,0.000415640131916
0.226,3.22,10,0.720937754561,0.148618078485,0.81187873888,0.000444539669645
0.227,3.22,10,0.720912295583,0.149014401931,0.811871661867,0.000476026334203
0.228,3.22,10,0.720890309992,0.149415291372,0.811870399484,0.000510394250788
0.229,3.22,10,0.720871834624,0.14982078424,0.81187505677,0.000547978736695
0.23,3.22,10,0.720856906316,0.150230917969,0.811885738765,0.000589182002099
0.231,3.22,10,0.720845561905,0.150645729992,0.811902550508,0.00063442094544
0.232,3.22,10,0.720837838229,0.151065257742,0.811925597038,0.000385887992078
0.233,3.22,10,0.720833772125,0.151489538652,0.811954983394,0
0.234,3.22,10,0.72083340043,0.151918610155,0.811990814616,0
0.21,3.23,10,0.721876577358,0.142415766494,0.81229071219,0
0.211,3.23,10,0.721800051136,0.142744101666,0.812207046367,0
0.212,3.23,10,0.721726412627,0.143076402953,0.812127527885,0
0.213,3.23,10,0.721655698668,0.143412707788,0.812052261783,3.57949191804e-05
0.214,3.23,10,0.721587946095,0.143753053604,0.811981353101,0.000189340994966
0.215,3.23,10,0.721523191747,0.144097477834,0.811914906878,0.00023169456905
0.216,3.23,10,0.721461472461,0.144446017912,0.811853028154,0.000245709472696
0.217,3.23,10,0.721402825073,0.14479871127,0.811795821966,0.000260775796995
0.218,3.23,10,0.721347286421,0.145155595342,0.811743393356,0.000276993147835
0.219,3.23,10,0.721294893342,0.145516707561,0.811695847361,0.000294472615029
0.22,3.23,10,0.721245682674,0.145882085361,0.81165328902,0.000313338348874
0.221,3.23,10,0.721199691253,0.146251766174,0.811615823375,0.000333729389228
0.222,3.23,10,0.721156955916,0.146625787433,0.811583555462,0.000355801793407
0.223,3.23,10,0.721117513502,0.147004186572,0.811556590322,0.000379731119124
0.224,3.23,10,0.721081400847,0.147387001025,0.811535032994,0.000405715330515
0.225,3.23,10,0.721048654788,0.147774268223,0.811518988517,0.00043397821099
0.226,3.23,10,0.721019312162,0.148166025602,0.81150856193,0.000464773382594
0.227,3.23,10,0.720993409808,0.148562310592,0.811503858272,0.000498389059246
0.228,3.23,10,0.720970984561,0.148963160629,0.811504982583,0.000535153707731
0.229,3.23,10,0.720952073259,0.149368613145,0.811512039902,0.000575460390124
0.23,3.23,10,0.72093671274,0.149778705573,0.811525135267,0.000619722609611
0.231,3.23,10,0.72092493984,0.150193475346,0.811544373719,0.000668424540566
0.232,3.23,10,0.720916791396,0.150612959898,0.811569860296,0.000304475479086
0.233,3.23,10,0.720912304247,0.151037196662,0.811601700038,0
0.234,3.23,10,0.720911515229,0.151466223071,0.811639997983,0
0.209,3.24,10,0.722050009621,0.141644246098,0.811986035485,0
0.21,3.24,10,0.721970121024,0.141968629784,0.81190044499,0
0.211,3.24,10,0.721893087026,0.142296941202,0.811818910135,0
0.212,3.24,10,0.721818944462,0.142629217787,0.811741535961,3.59802043821e-05
0.213,3.24,10,0.72174773017,0.142965496971,0.811668427505,0.000186102150795
0.214,3.24,10,0.721679480987,0.143305816188,0.811599689807,0.000225927449157
0.215,3.24,10,0.72161423375,0.14365021287,0.811535427907,0.000239634135847
0.216,3.24,10,0.721552025297,0.143998724452,0.811475746843,0.000254369642657
0.217,3.24,10,0.721492892465,0.144351388366,0.811420751655,0.000270231545892
0.218,3.24,10,0.721436872091,0.144708242045,0.811370547382,0.000287328682892
0.219,3.24,10,0.721384001012,0.145069322922,0.811325239062,0.000305782699584
0.22,3.24,10,0.721334316065,0.145434668432,0.811284931737,0.000325729846541
0.221,3.24,10,0.721287854088,0.145804316006,0.811249730444,0.000347323068547
0.222,3.24,10,0.721244651918,0.146178303079,0.811219740222,0.00037073444356
0.223,3.24,10,0.721204746392,0.146556667083,0.811195066112,0.000396158037528
0.224,3.24,10,0.721168174347,0.146939445451,0.811175813151,0.000423813257952
0.225,3.24,10,0.72113497262,0.147326675618,0.81116208638,0.000453948804489
0.226,3.24,10,0.721105178049,0.147718395015,0.811153990838,0.000486847340892
0.227,3.24,10,0.72107882747,0.148114641077,0.811151631563,0.00052283103931
0.228,3.24,10,0.721055957722,0.148515451236,0.811155113595,0.000562283627378
0.229,3.24,10,0.72103660564,0.148920862926,0.811164541974,0.000605616955604
0.23,3.24,10,0.721020808064,0.149330913579,0.811180021737,0.000653299941257
0.231,3.24,10,0.721008601828,0.149745640629,0.811201657926,0.000705907052085
0.232,3.24,10,0.721000023772,0.15016508151,0.811229555578,0.000199838978062
0.233,3.24,10,0.720995110731,0.150589273654,0.811263819733,0
0.234,3.24,10,0.720993899544,0.151018254495,0.81130455543,0
0.208,3.25,10,0.722231593483,0.140881055792,0.811696995447,0
0.209,3.25,10,0.722148367059,0.141201526847,0.81160952967,0
0.21,3.25,10,0.722067962118,0.141525887254,0.811526027833,0
0.211,3.25,10,0.721990415496,0.141854174445,0.811446594975,3.46620541942e-05
0.212,3.25,10,0.721915764032,0.142186425854,0.811371336135,0.000181598413067
0.213,3.25,10,0.721844044561,0.142522678914,0.811300356352,0.000220346649532
0.214,3.25,10,0.721775293921,0.142862971057,0.811233760666,0.000233758191213
0.215,3.25,10,0.72170954895,0.143207339719,0.811171654116,0.000248177002189
0.216,3.25,10,0.721646846485,0.14355582233,0.81111414174,0.000263698740107
0.217,3.25,10,0.721587223362,0.143908456326,0.811061328579,0.000280430113799
0.218,3.25,10,0.72153071642,0.144265279138,0.811013319671,0.00029849040524
0.219,3.25,10,0.721477362494,0.144626328201,0.810970220055,0.000318013233735
0.22,3.25,10,0.721427198423,0.144991640947,0.810932134772,0.000339148610996
0.221,3.25,10,0.721380261044,0.145361254809,0.810899168859,0.000362065338958
0.222,3.25,10,0.721336587194,0.145735207222,0.810871427356,0.000386953817705
0.223,3.25,10,0.721296213709,0.146113535617,0.810849015302,0.000414029343958
0.224,3.25,10,0.721259177428,0.146496277428,0.810832037737,0.00044353599873
0.225,3.25,10,0.721225515187,0.146883470089,0.8108205997,0.000475751245058
0.226,3.25,10,0.721195263824,0.147275151032,0.81081480623,0.000510991386334
0.227,3.25,10,0.721168460176,0.147671357691,0.810814762365,0.000549631102867
0.228,3.25,10,0.72114514108,0.148072127499,0.810820573146,0.000592081524517
0.229,3.25,10,0.721125343373,0.148477497889,0.810832343612,0.000638796635336
0.23,3.25,10,0.721109103892,0.148887506294,0.810850178801,0.000690343121998
0.231,3.25,10,0.721096459475,0.149302190148,0.810874183753,0.000747359836169
0.232,3.25,10,0.721087446959,0.149721586884,0.810904463507,6.84662724356e-05
0.233,3.25,10,0.721082103181,0.150145733935,0.810941123103,0
0.234,3.25,10,0.721080464979,0.150574668733,0.810984267579,0
0.207,3.26,10,0.722421229417,0.140126121023,0.811423394594,0
0.208,3.26,10,0.722334689713,0.140442718304,0.811334102925,0
0.209,3.26,10,0.722250938376,0.140763166555,0.811248683496,0
0.21,3.26,10,0.722170012244,0.141087503209,0.811167241345,3.19681890055e-05
0.211,3.26,10,0.722091948153,0.1414157657,0.811089881511,0.000175927582682
0.212,3.26,10,0.722016782941,0.141747991459,0.811016709033,0.000214944111917
0.213,3.26,10,0.721944553446,0.142084217921,0.810947828951,0.000228073156216
0.214,3.26,10,0.721875296503,0.142424482518,0.810883346304,0.000242188930473
0.215,3.26,10,0.721809048952,0.142768822685,0.810823366131,0.000257385279816
0.216,3.26,10,0.721745847628,0.143117275853,0.810767993472,0.000273766905553
0.217,3.26,10,0.721685729368,0.143469879457,0.810717333364,0.000291450860427
0.218,3.26,10,0.721628731011,0.143826670929,0.810671490849,0.00031056828622
0.219,3.26,10,0.721574889393,0.144187687703,0.810630570964,0.000331266434913
0.22,3.26,10,0.721524241352,0.144552967212,0.81059467875,0.000353711029669
0.221,3.26,10,0.721476823725,0.144922546889,0.810563919245,0.000378089029416
0.222,3.26,10,0.721432673348,0.145296464168,0.810538397488,0.000404611877026
0.223,3.26,10,0.721391827059,0.14567475648,0.810518218519,0.000433519329285
0.224,3.26,10,0.721354321696,0.146057461261,0.810503487377,0.000465083987185
0.225,3.26,10,0.721320194095,0.146444615942,0.810494309101,0.000499616675943
0.226,3.26,10,0.721289481094,0.146836257958,0.81049078873,0.00053748354622
0.227,3.26,10,0.72126221953,0.147232424741,0.810493031303,0.000579095173697
0.228,3.26,10,0.72123844624,0.147633153724,0.810501141861,0.000624891925589
0.229,3.26,10,0.721218198061,0.148038482341,0.810515225441,0.000675432842143
0.23,3.26,10,0.721201511831,0.148448448025,0.810535387083,0.000731346684242
0.231,3.26,10,0.721188424386,0.148863088209,0.810561731827,0.00070484395912
0.232,3.26,10,0.721178972565,0.149282440326,0.810594364711,0
0.233,3.26,10,0.721173193203,0.14970654181,0.810633390775,0
0.234,3.26,10,0.721171123139,0.150135430093,0.810678915057,0
0.207,3.27,10,0.722528989457,0.139692129603,0.811073967275,0
0.208,3.27,10,0.722441916272,0.140008704555,0.810986679643,0
0.209,3.27,10,0.722357635176,0.140329129529,0.810903277588,2.81028429301e-05
0.21,3.27,10,0.722276183006,0.140653441956,0.81082386615,0.000169087631213
0.211,3.27,10,0.722197596601,0.140981679272,0.810748550368,0.000209712072691
0.212,3.27,10,0.722121912796,0.141313878908,0.81067743528,0.000222570878918
0.213,3.27,10,0.722049168429,0.141650078299,0.810610625926,0.000236396850593
0.214,3.27,10,0.721979400338,0.141990314877,0.810548227346,0.000251282124598
0.215,3.27,10,0.721912645359,0.142334626075,0.810490344578,0.000267329510349
0.216,3.27,10,0.72184894033,0.142683049326,0.810437082662,0.000284653963556
0.217,3.27,10,0.721788322089,0.143035622065,0.810388546636,0.000303384296431
0.218,3.27,10,0.721730827471,0.143392381724,0.810344841541,0.000323665170072
0.219,3.27,10,0.721676493314,0.143753365736,0.810306072415,0.000345659420055
0.22,3.27,10,0.721625356457,0.144118611534,0.810272344297,0.00036955078228
0.221,3.27,10,0.721577453735,0.144488156552,0.810243762227,0.000395547095399
0.222,3.27,10,0.721532821986,0.144862038223,0.810220431244,0.000423884077959
0.223,3.27,10,0.721491498047,0.14524029398,0.810202456387,0.000454829798084
0.224,3.27,10,0.721453518755,0.145622961256,0.810189942695,0.000488689982582
0.225,3.27,10,0.721418920948,0.146010077484,0.810182995208,0.000525822819187
0.226,3.27,10,0.721387741463,0.146401680099,0.810181718964,0.000566638238483
0.227,3.27,10,0.721360017137,0.146797806532,0.810186219003,0.000611564657382
0.228,3.27,10,0.721335784807,0.147198494217,0.810196600364,0.000661153341733
0.229,3.27,10,0.72131508131,0.147603780587,0.810212968086,0.000716024022216
0.23,3.27,10,0.721297943484,0.148013703076,0.810235427209,0.000776897162073
0.231,3.27,10,0.721284408165,0.148428299116,0.810264082772,0.000512605061932
0.232,3.27,10,0.721274512192,0.148847606142,0.810299039813,0
0.233,3.27,10,0.721268292401,0.149271661585,0.810340403373,0
0.234,3.27,10,0.721265785629,0.14970050288,0.810388278489,0
0.206,3.28,10,0.722731166765,0.138949686191,0.810828925237,0
0.207,3.28,10,0.722640796278,0.139262426701,0.810739818793,0
0.208,3.28,10,0.722553184765,0.13957897885,0.810654506225,2.33387096751e-05
0.209,3.28,10,0.722468369063,0.139899380073,0.810573092572,0.000160986749131
0.21,3.28,10,0.722386386011,0.140223667801,0.810495682875,0.000204643032477
0.211,3.28,10,0.722307272444,0.140551879469,0.810422382171,0.000217243506533
0.212,3.28,10,0.7222310652,0.140884052508,0.810353295501,0.00023079252315
0.213,3.28,10,0.722157801116,0.141220224354,0.810288527903,0.000245380611402
0.214,3.28,10,0.72208751703,0.141560432438,0.810228184417,0.000261108802578
0.215,3.28,10,0.722020249778,0.141904714195,0.810172370081,0.000278090082646
0.216,3.28,10,0.721956036198,0.142253107056,0.810121189936,0.00029645107921
0.217,3.28,10,0.721894913128,0.142605648456,0.81007474902,0.000316334025683
0.218,3.28,10,0.721836917403,0.142962375827,0.810033152372,0.000337899056968
0.219,3.28,10,0.721782085862,0.143323326604,0.809996505032,0.000361326897959
0.22,3.28,10,0.721730455342,0.143688538218,0.809964912039,0.000386822026236
0.221,3.28,10,0.721682062679,0.144058048103,0.809938478431,0.00041461640088
0.222,3.28,10,0.721636944711,0.144431893693,0.809917309249,0.000444973878133
0.223,3.28,10,0.721595138276,0.144810112421,0.809901509531,0.000478195457193
0.224,3.28,10,0.72155668021,0.145192741719,0.809891184317,0.000514631957675
0.225,3.28,10,0.721521607351,0.145579819021,0.809886438646,0.000554692406391
0.226,3.28,10,0.721489956535,0.145971381761,0.809887377557,0.000598795159286
0.227,3.28,10,0.721461764601,0.14636746737,0.809894106089,0.000647483407178
0.228,3.28,10,0.721437068385,0.146768113284,0.809906729281,0.000677164161522
0.229,3.28,10,0.721415904724,0.147173356934,0.809925352174,0.000469412912298
0.23,3.28,10,0.721398310456,0.147583235754,0.809950079804,0.000175118514718
0.231,3.28,10,0.721384322418,0.147997787177,0.809981017213,0
0.232,3.28,10,0.721373977446,0.148417048637,0.810018269439,0
0.233,3.28,10,0.721367312379,0.148841057567,0.810061941522,0
0.234,3.28,10,0.721364364054,0.149269851399,0.8101121385,0
0.205,3.29,10,0.722941122108,0.138215313517,0.810598779331,0
0.206,3.29,10,0.722847478866,0.138524258441,0.810507903464,0
0.207,3.29,10,0.722756561483,0.138836976623,0.810420729772,1.6140782827e-05
0.208,3.29,10,0.722668406797,0.139153505496,0.810337363296,0.000151451721444
0.209,3.29,10,0.722583051644,0.139473882494,0.810257909073,0.000199729725354
0.21,3.29,10,0.722500532862,0.139798145049,0.810182472144,0.000212083454729
0.211,3.29,10,0.722420887287,0.140126330595,0.810111157547,0.000225368014448
0.212,3.29,10,0.722344151758,0.140458476565,0.810044070321,0.000239672423879
0.213,3.29,10,0.722270363111,0.140794620392,0.809981315507,0.000255096046474
0.214,3.29,10,0.722199558184,0.141134799509,0.809922998142,0.000271750023409
0.215,3.29,10,0.722131773813,0.14147905135,0.809869223267,0.000289758937968
0.216,3.29,10,0.722067046836,0.141827413348,0.809820095919,0.000309262756579
0.217,3.29,10,0.722005414091,0.142179922936,0.80977572114,0.000330419094454
0.218,3.29,10,0.721946912413,0.142536617546,0.809736203967,0.000353405873759
0.219,3.29,10,0.721891578641,0.142897534613,0.809701649441,0.000378424447951
0.22,3.29,10,0.721839449612,0.14326271157,0.809672162599,0.000405703289454
0.221,3.29,10,0.721790562163,0.143632185849,0.809647848482,0.000435502356736
0.222,3.29,10,0.72174495313,0.144005994885,0.809628812128,0.000468118284247
0.223,3.29,10,0.721702659353,0.144384176109,0.809615158578,0.000503895150688
0.224,3.29,10,0.721663717666,0.144766766956,0.809606992869,0.000543240646214
0.225,3.29,10,0.721628164908,0.145153804858,0.809604420041,0.000586565194573
0.226,3.29,10,0.721596037917,0.145545327249,0.809607545134,0.00053375716748
0.227,3.29,10,0.721567373528,0.145941371562,0.809616473187,0.000291424628359
0.228,3.29,10,0.721542208579,0.146341975231,0.809631309238,4.08139286377e-05
0.229,3.29,10,0.721520579908,0.146747175687,0.809652158327,0
0.23,3.29,10,0.721502524352,0.147157010365,0.809679125494,0
0.231,3.29,10,0.721488078748,0.147571516698,0.809712315777,0
0.232,3.29,10,0.721477279933,0.147990732119,0.809751834215,0
0.233,3.29,10,0.721470164744,0.148414694061,0.809797785848,0
0.234,3.29,10,0.721466770018,0.148843439957,0.809850275715,0
0.204,3.3,10,0.723158755958,0.137488937028,0.810383332074,0
0.205,3.3,10,0.723061864508,0.137794125223,0.810290736175,0
0.206,3.3,10,0.722967665803,0.138103048294,0.81020175075,0
0.207,3.3,10,0.722876196678,0.138415743675,0.810116480839,1.2337317723e-08
0.208,3.3,10,0.722787493972,0.138732248799,0.810035031481,5.21673673548e-05
0.209,3.3,10,0.722701594522,0.139052601098,0.809957507716,0.000139756813871
0.21,3.3,10,0.722618535164,0.139376838007,0.809884014582,0.000216039989274
0.211,3.3,10,0.722538352736,0.139704996958,0.809814657119,0.000234149560107
0.212,3.3,10,0.722461084076,0.140037115384,0.809749540366,0.000249282864624
0.213,3.3,10,0.722386766019,0.140373230719,0.809688769362,0.000265624996538
0.214,3.3,10,0.722315435405,0.140713380396,0.809632449147,0.000283298633276
0.215,3.3,10,0.722247129069,0.141057601848,0.809580684759,0.000302441630012
0.216,3.3,10,0.722181883849,0.141405932508,0.809533581237,0.000323209261164
0.217,3.3,10,0.722119736582,0.14175840981,0.809491243622,0.000345776848847
0.218,3.3,10,0.722060724105,0.142115071187,0.809453776952,0.000370342855711
0.219,3.3,10,0.722004883257,0.142475954071,0.809421286266,0.000397132534963
0.22,3.3,10,0.721952250872,0.142841095896,0.809393876604,0.000426402255592
0.221,3.3,10,0.72190286379,0.143210534096,0.809371653005,0.000458444644343
0.222,3.3,10,0.721856758847,0.143584306103,0.809354720507,0.000493597701985
0.223,3.3,10,0.721813972881,0.143962449351,0.809343184151,0.000526592691834
0.224,3.3,10,0.721774542728,0.144345001273,0.809337148975,0.000392373505123
0.225,3.3,10,0.721738505225,0.144731999302,0.809336720019,0.000158694785247
0.226,3.3,10,0.721705897211,0.145123480871,0.809342002321,1.25002815549e-06
0.227,3.3,10,0.721676755522,0.145519483414,0.809353100922,0
0.228,3.3,10,0.721651116995,0.145920044363,0.809370120859,0
0.229,3.3,10,0.721629018468,0.146325201153,0.809393167173,0
0.23,3.3,10,0.721610496777,0.146734991215,0.809422344902,0
0.231,3.3,10,0.721595588761,0.147149451984,0.809457759087,0
0.232,3.3,10,0.721584331255,0.147568620892,0.809499514765,0
0.233,3.3,10,0.721576761098,0.147992535373,0.809547716976,0
0.234,3.3,10,0.721572915127,0.14842123286,0.80960247076,0
0.203,3.31,10,0.723383968788,0.136770482173,0.810182385987,0
0.204,3.31,10,0.723283853677,0.137071952495,0.810088119444,0
